10084676319;BY02210892076;д;Лисно;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10084676322;BY02210892081;д;Любасно;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10084676328;BY02210892086;д;Малашково;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10084676332;BY02210892091;д;Мыленки;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10084676335;BY02210892096;д;Освеица;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10084676339;BY02210892101;д;Потино;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10084676343;BY02210892106;д;Прошки;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10084676346;BY02210892111;д;Рагелево;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10084676349;BY02210892116;д;Страдно;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10084676354;BY02210892121;д;Суколи;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10084676364;BY02210892126;д;Церковно;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10084676370;BY02210892136;д;Чернооки;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10084676377;BY02210895011;д;Боборики;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;--;--;--;--;--;--
10084676381;BY02210895031;д;Жигули;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10084676384;BY02210895041;д;Лещилово;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10084676391;BY02210895046;д;Михайлово;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10084676397;BY02210895051;д;Нестеры;Район Верхнедвинский, обл. Витебская;Беларусь;211631-211631;1;--;Вт;--;Чт;--;--;--
10129749948;BY01208809026;д;Михалки;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129749951;BY01208809031;д;Пешки;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129749955;BY01208809036;д;Черняково;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129749961;BY01208814021;д;Дягелец;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129749965;BY01208814031;д;Колония;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129749977;BY01208814036;д;Мошковичи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129749983;BY01208814041;д;Песчанка;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750001;BY01208814046;д;Угляны;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750013;BY01208814051;д;Шилин;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750030;BY01208814056;д;Шилинок;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750038;BY01208820006;д;Бухали;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750047;BY01208820011;д;Висневичи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750053;BY01208820016;д;Горск;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750056;BY01208820021;д;Грицевичи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750065;BY01208820026;д;Давыдовичи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750082;BY01208820031;д;Залужье;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750089;BY01208820036;д;Лукомер;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750106;BY01208820046;д;Олехновичи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750123;BY01208820051;д;Павловичи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750141;BY01208820061;д;Постолово;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750161;BY01208820066;д;Рыгали;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750177;BY01208820071;д;Сосновка;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750180;BY01208820076;д;Хойники;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750187;BY01208820081;д;Черничное;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750193;BY01208823006;д;Батарея;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750206;BY01208823011;д;Еленово;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750209;BY01208823016;д;Костюки;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750213;BY01208823021;д;Матвеевичи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750221;BY01208823031;д;Михалинок;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750236;BY01208823036;д;Ставки;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750244;BY01208823041;д;Судиловичи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750252;BY01208828011;д;Ворожбиты;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750292;BY01208828016;д;Кривоблоты;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750324;BY01208828021;д;Михновичи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750332;BY01208828031;д;Оницевичи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750337;BY01208828036;д;Осовцы;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750348;BY01208828041;д;Пляховщина;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750363;BY01208840011;д;Вощанка;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750368;BY01208840016;д;Жичин;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750378;BY01208840026;д;Карпеши;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750396;BY01208840031;д;Нивищи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750401;BY01208840046;д;Тихны;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750430;BY01208850011;д;Войтешин;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750450;BY01208850016;д;Пески;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750462;BY01208850021;д;Ярцевичи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750475;BY01208854036;д;Зубачи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750479;BY01208854041;д;Куровщина;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750483;BY01208854046;д;Осека;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750499;BY01208854051;д;Панасовичи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750518;BY01208854056;д;Рогачи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750528;BY01208854066;д;Сошица;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750545;BY01208854071;д;Утраны;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750552;BY01208854076;д;Ясевичи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750591;BY01208857006;д;Бармуты;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750609;BY01208857011;д;Винин;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750617;BY01208857016;д;Голицы;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750627;BY01208857031;д;Марьяново;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750637;BY01208857036;д;Минки;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750641;BY01208857046;д;Свадьбичи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750644;BY01208857056;д;Соболи;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10129750655;BY01208857061;д;Шлях-Пуща;Район Березовский, обл. Брестская;Беларусь;225210-225210;1;Пн;--;Ср;--;--;--;--
10084677165;BY02215820091;х;Короткевичи;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677168;BY02215820096;д;Кривичи;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677171;BY02215820106;х;Лазовики;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677174;BY02215820111;х;Павленки;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677177;BY02215820116;х;Пески;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677180;BY02215820121;х;Петровщина;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677183;BY02215820126;х;Подауты;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677189;BY02215820131;д;Прошково;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677200;BY02215820136;д;Прудовье;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677214;BY02215820141;д;Свядово;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677227;BY02215820146;д;Скрипщина;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677232;BY02215820151;х;Старица;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677247;BY02215820156;д;Стуканки;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677255;BY02215820161;д;Стуканы;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677262;BY02215820166;д;Углы;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677266;BY02215820171;х;Хвощево;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677270;BY02215820176;д;Ходырево;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677273;BY02215820181;х;Церковно;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677276;BY02215820191;д;Юрково;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677282;BY02215828006;д;Белевичи;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;--;--;Ср;--;Пт;--;--
10084677286;BY02215828011;х;Блышки;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;--;--;Ср;--;Пт;--;--
10084677290;BY02215828016;д;Волковщина;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677296;BY02215828021;д;Волынь;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677307;BY02215828026;д;Вышедки;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677317;BY02215828031;д;Гиньки;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677322;BY02215828036;д;Гирстуны;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677325;BY02215828041;д;Гулидово;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677328;BY02215828046;д;Гусаково;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677331;BY02215828051;д;Дерковщина;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;--;--;Ср;--;Пт;--;--
10084677338;BY02215828056;д;Журавнево;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677341;BY02215828061;д;Завороты;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677344;BY02215828066;д;Залавки;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677354;BY02215828071;д;Зарубино;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677364;BY02215828076;д;Зеваличи;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677367;BY02215828081;д;Квачи;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677370;BY02215828086;д;Константиново;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677373;BY02215828101;д;Лапишки;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677377;BY02215828106;д;Ласковщина;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677386;BY02215828111;д;Латыголь;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677389;BY02215828116;д;Лихоболотье;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677393;BY02215828121;д;Ловцы;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677400;BY02215828126;д;Медведки;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677403;BY02215828131;д;Новые-Шарабаи;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677416;BY02215828136;д;Ольховики;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677423;BY02215828141;д;Пачки;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677427;BY02215828146;д;Подкраевщина;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677445;BY02215828151;д;Проходы;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677461;BY02215828156;д;Рудаково;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677478;BY02215828161;д;Сазоновщина;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677489;BY02215828166;д;Саковичи;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677492;BY02215828171;д;Старые-Шарабаи;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677497;BY02215828176;д;Стуровщина;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677506;BY02215828181;д;Тумаши;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677513;BY02215828186;д;Шуневцы;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677518;BY02215842006;д;Бараны;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;--;--;Ср;--;Пт;--;--
10084677522;BY02215842011;д;Батиловщина;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;--;--;Ср;--;Пт;--;--
10084677526;BY02215842016;х;Дегтяри;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677531;BY02215842021;х;Ковалевщина;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677541;BY02215842026;д;Ковали;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
10084677544;BY02215842036;д;Лавриновка;Район Глубокский, обл. Витебская;Беларусь;211800-211800;1;Пн;--;Ср;--;--;--;--
